Date,Company,Adj Close
17-03-2017,Ford,10.330228
20-03-2017,Ford,10.16468
21-03-2017,Ford,9.701144
22-03-2017,Ford,9.742534
23-03-2017,Ford,9.659759
24-03-2017,Ford,9.618369
27-03-2017,Ford,9.485932
28-03-2017,Ford,9.643203
29-03-2017,Ford,9.668035
30-03-2017,Ford,9.668035
31-03-2017,Ford,9.634925
03-04-2017,Ford,9.469376
04-04-2017,Ford,9.411435
05-04-2017,Ford,9.320382
06-04-2017,Ford,9.32866
07-04-2017,Ford,9.29555
10-04-2017,Ford,9.312105
11-04-2017,Ford,9.336938
12-04-2017,Ford,9.29555
13-04-2017,Ford,9.196221
17-04-2017,Ford,9.336938
18-04-2017,Ford,9.345326
19-04-2017,Ford,9.38727
20-04-2017,Ford,9.622163
21-04-2017,Ford,9.513107
24-04-2017,Ford,9.588609
25-04-2017,Ford,9.630551
26-04-2017,Ford,9.731221
27-04-2017,Ford,9.622163
28-04-2017,Ford,9.622163
01-05-2017,Ford,9.580219
02-05-2017,Ford,9.160768
03-05-2017,Ford,9.286604
04-05-2017,Ford,9.22788
05-05-2017,Ford,9.345326
08-05-2017,Ford,9.336938
09-05-2017,Ford,9.362105
10-05-2017,Ford,9.261436
11-05-2017,Ford,9.236269
12-05-2017,Ford,9.160768
15-05-2017,Ford,9.177547
16-05-2017,Ford,9.177547
17-05-2017,Ford,9.026546
18-05-2017,Ford,9.051711
19-05-2017,Ford,9.118823
22-05-2017,Ford,9.311771
23-05-2017,Ford,9.269825
24-05-2017,Ford,9.194325
25-05-2017,Ford,9.110435
26-05-2017,Ford,9.169157
30-05-2017,Ford,9.294994
31-05-2017,Ford,9.328549
01-06-2017,Ford,9.571828
02-06-2017,Ford,9.521495
05-06-2017,Ford,9.437607
06-06-2017,Ford,9.328549
07-06-2017,Ford,9.286604
08-06-2017,Ford,9.311771
09-06-2017,Ford,9.336938
12-06-2017,Ford,9.462772
13-06-2017,Ford,9.454384
14-06-2017,Ford,9.412437
15-06-2017,Ford,9.429215
16-06-2017,Ford,9.412437
19-06-2017,Ford,9.429215
20-06-2017,Ford,9.328549
21-06-2017,Ford,9.261436
22-06-2017,Ford,9.336938
23-06-2017,Ford,9.261436
26-06-2017,Ford,9.378882
27-06-2017,Ford,9.294994
28-06-2017,Ford,9.30338
29-06-2017,Ford,9.370494
30-06-2017,Ford,9.38727
03-07-2017,Ford,9.697664
05-07-2017,Ford,9.479552
06-07-2017,Ford,9.378882
07-07-2017,Ford,9.445995
10-07-2017,Ford,9.513107
11-07-2017,Ford,9.546661
12-07-2017,Ford,9.622163
13-07-2017,Ford,9.731221
14-07-2017,Ford,9.798333
17-07-2017,Ford,9.848665
18-07-2017,Ford,9.857055
19-07-2017,Ford,9.924166
20-07-2017,Ford,9.941157
21-07-2017,Ford,9.796715
24-07-2017,Ford,9.592794
25-07-2017,Ford,9.575801
26-07-2017,Ford,9.397369
27-07-2017,Ford,9.499331
28-07-2017,Ford,9.490834
31-07-2017,Ford,9.533318
01-08-2017,Ford,9.303906
02-08-2017,Ford,9.346388
03-08-2017,Ford,9.286912
04-08-2017,Ford,9.303906
07-08-2017,Ford,9.278414
08-08-2017,Ford,9.252925
09-08-2017,Ford,9.278414
10-08-2017,Ford,9.150965
11-08-2017,Ford,9.150965
14-08-2017,Ford,9.269919
15-08-2017,Ford,9.210443
16-08-2017,Ford,9.176455
17-08-2017,Ford,9.040507
18-08-2017,Ford,8.972536
21-08-2017,Ford,8.981031
22-08-2017,Ford,9.049005
23-08-2017,Ford,9.099985
24-08-2017,Ford,9.099985
25-08-2017,Ford,9.193448
28-08-2017,Ford,9.167959
29-08-2017,Ford,9.210443
30-08-2017,Ford,9.295408
31-08-2017,Ford,9.371881
01-09-2017,Ford,9.643774
05-09-2017,Ford,9.652271
06-09-2017,Ford,9.771225
07-09-2017,Ford,9.686256
08-09-2017,Ford,9.652271
11-09-2017,Ford,9.694755
12-09-2017,Ford,9.847696
13-09-2017,Ford,9.873184
14-09-2017,Ford,9.822205
15-09-2017,Ford,9.873184
18-09-2017,Ford,9.881683
19-09-2017,Ford,9.958153
20-09-2017,Ford,9.949656
21-09-2017,Ford,9.958153
22-09-2017,Ford,10.060114
25-09-2017,Ford,10.14508
26-09-2017,Ford,10.136583
27-09-2017,Ford,10.153578
28-09-2017,Ford,10.162074
29-09-2017,Ford,10.17057
02-10-2017,Ford,10.272532
03-10-2017,Ford,10.48495
04-10-2017,Ford,10.450964
05-10-2017,Ford,10.40848
06-10-2017,Ford,10.45946
09-10-2017,Ford,10.48495
10-10-2017,Ford,10.527433
11-10-2017,Ford,10.518936
12-10-2017,Ford,10.298023
13-10-2017,Ford,10.238545
16-10-2017,Ford,10.298023
17-10-2017,Ford,10.425473
18-10-2017,Ford,10.357498
19-10-2017,Ford,10.391485
20-10-2017,Ford,10.408689
23-10-2017,Ford,10.357078
24-10-2017,Ford,10.48611
25-10-2017,Ford,10.357078
26-10-2017,Ford,10.554929
27-10-2017,Ford,10.374282
30-10-2017,Ford,10.408689
31-10-2017,Ford,10.554929
01-11-2017,Ford,10.623746
02-11-2017,Ford,10.683961
03-11-2017,Ford,10.632349
06-11-2017,Ford,10.606541
07-11-2017,Ford,10.460303
08-11-2017,Ford,10.374282
09-11-2017,Ford,10.357078
10-11-2017,Ford,10.331271
13-11-2017,Ford,10.460303
14-11-2017,Ford,10.339873
15-11-2017,Ford,10.322669
16-11-2017,Ford,10.357078
17-11-2017,Ford,10.331271
20-11-2017,Ford,10.434497
21-11-2017,Ford,10.425896
22-11-2017,Ford,10.382884
24-11-2017,Ford,10.408689
27-11-2017,Ford,10.417291
28-11-2017,Ford,10.503314
29-11-2017,Ford,10.804394
30-11-2017,Ford,10.769984
01-12-2017,Ford,10.821597
04-12-2017,Ford,10.864608
05-12-2017,Ford,10.692563
06-12-2017,Ford,10.649552
07-12-2017,Ford,10.778586
08-12-2017,Ford,10.847403
11-12-2017,Ford,10.821597
12-12-2017,Ford,10.8388
13-12-2017,Ford,10.864608
14-12-2017,Ford,10.718369
15-12-2017,Ford,10.821597
18-12-2017,Ford,10.890413
19-12-2017,Ford,10.916221
20-12-2017,Ford,10.942027
21-12-2017,Ford,10.864608
22-12-2017,Ford,10.821597
26-12-2017,Ford,10.8388
27-12-2017,Ford,10.752779
28-12-2017,Ford,10.821597
29-12-2017,Ford,10.744176
02-01-2018,Ford,10.890413
03-01-2018,Ford,10.976439
04-01-2018,Ford,11.165686
05-01-2018,Ford,11.354935
08-01-2018,Ford,11.311922
09-01-2018,Ford,11.251708
10-01-2018,Ford,11.208695
11-01-2018,Ford,11.320525
12-01-2018,Ford,11.380741
16-01-2018,Ford,11.268913
17-01-2018,Ford,10.477509
18-01-2018,Ford,10.382884
19-01-2018,Ford,10.322669
22-01-2018,Ford,10.339873
23-01-2018,Ford,10.288259
24-01-2018,Ford,10.36568
25-01-2018,Ford,9.952772
26-01-2018,Ford,10.02159
29-01-2018,Ford,9.801238
30-01-2018,Ford,9.748354
31-01-2018,Ford,9.669026
01-02-2018,Ford,9.624957
02-02-2018,Ford,9.439862
05-02-2018,Ford,9.0256
06-02-2018,Ford,9.483932
07-02-2018,Ford,9.483932
08-02-2018,Ford,9.193069
09-02-2018,Ford,9.281209
12-02-2018,Ford,9.431047
13-02-2018,Ford,9.334092
14-02-2018,Ford,9.466303
15-02-2018,Ford,9.483932
16-02-2018,Ford,9.35172
20-02-2018,Ford,9.36935
21-02-2018,Ford,9.342908
22-02-2018,Ford,9.36935
23-02-2018,Ford,9.431047
26-02-2018,Ford,9.598516
27-02-2018,Ford,9.35172
28-02-2018,Ford,9.35172
01-03-2018,Ford,9.069672
02-03-2018,Ford,9.166625
05-03-2018,Ford,9.325278
06-03-2018,Ford,9.36935
07-03-2018,Ford,9.36935
08-03-2018,Ford,9.35172
09-03-2018,Ford,9.457488
12-03-2018,Ford,9.528003
13-03-2018,Ford,9.50156
14-03-2018,Ford,9.713098
15-03-2018,Ford,9.757168
16-03-2018,Ford,9.827681
19-03-2018,Ford,9.704285
20-03-2018,Ford,9.686653
21-03-2018,Ford,9.783608
22-03-2018,Ford,9.475119
23-03-2018,Ford,9.307652
26-03-2018,Ford,9.545631
27-03-2018,Ford,9.545631
28-03-2018,Ford,9.572072
29-03-2018,Ford,9.765981
02-04-2018,Ford,9.572072
03-04-2018,Ford,9.827681
04-04-2018,Ford,9.986334
05-04-2018,Ford,10.003963
06-04-2018,Ford,9.854123
09-04-2018,Ford,9.915821
10-04-2018,Ford,10.092102
11-04-2018,Ford,10.074474
12-04-2018,Ford,9.968706
13-04-2018,Ford,9.942263
16-04-2018,Ford,10.030404
17-04-2018,Ford,10.030404
18-04-2018,Ford,9.986334
19-04-2018,Ford,9.789824
20-04-2018,Ford,9.66477
23-04-2018,Ford,9.86128
24-04-2018,Ford,9.789824
25-04-2018,Ford,9.923807
26-04-2018,Ford,10.209641
27-04-2018,Ford,10.263235
30-04-2018,Ford,10.039927
01-05-2018,Ford,10.057794
02-05-2018,Ford,10.013129
03-05-2018,Ford,10.0042
04-05-2018,Ford,10.147115
07-05-2018,Ford,10.129251
08-05-2018,Ford,10.066726
09-05-2018,Ford,9.879146
10-05-2018,Ford,10.013129
11-05-2018,Ford,9.995266
14-05-2018,Ford,9.986335
15-05-2018,Ford,10.022063
16-05-2018,Ford,10.182844
17-05-2018,Ford,10.236438
18-05-2018,Ford,10.120317
21-05-2018,Ford,10.281099
22-05-2018,Ford,10.290033
23-05-2018,Ford,10.218573
24-05-2018,Ford,10.379354
25-05-2018,Ford,10.281099
29-05-2018,Ford,10.218573
30-05-2018,Ford,10.316831
31-05-2018,Ford,10.316831
01-06-2018,Ford,10.459747
04-06-2018,Ford,10.486544
05-06-2018,Ford,10.566935
06-06-2018,Ford,10.691988
07-06-2018,Ford,10.74558
08-06-2018,Ford,10.808107
11-06-2018,Ford,10.74558
12-06-2018,Ford,10.817039
13-06-2018,Ford,10.73665
14-06-2018,Ford,10.62053
15-06-2018,Ford,10.611596
18-06-2018,Ford,10.709852
19-06-2018,Ford,10.62053
20-06-2018,Ford,10.602664
21-06-2018,Ford,10.459747
22-06-2018,Ford,10.406152
25-06-2018,Ford,10.272168
26-06-2018,Ford,10.290033
27-06-2018,Ford,10.20071
28-06-2018,Ford,10.075657
29-06-2018,Ford,9.888079
02-07-2018,Ford,9.914875
03-07-2018,Ford,9.816618
05-07-2018,Ford,9.870214
06-07-2018,Ford,9.879146
09-07-2018,Ford,10.0042
10-07-2018,Ford,10.048861
11-07-2018,Ford,9.888079
12-07-2018,Ford,9.870214
13-07-2018,Ford,9.807687
16-07-2018,Ford,9.691567
17-07-2018,Ford,9.700499
18-07-2018,Ford,9.70943
19-07-2018,Ford,9.66477
20-07-2018,Ford,9.565134
23-07-2018,Ford,9.483612
24-07-2018,Ford,9.57419
25-07-2018,Ford,9.528902
26-07-2018,Ford,8.958256
27-07-2018,Ford,8.994487
30-07-2018,Ford,9.121297
31-07-2018,Ford,9.094123
01-08-2018,Ford,8.967312
02-08-2018,Ford,8.985428
03-08-2018,Ford,9.094123
06-08-2018,Ford,9.085064
07-08-2018,Ford,9.130355
08-08-2018,Ford,9.103181
09-08-2018,Ford,8.976371
10-08-2018,Ford,8.822386
13-08-2018,Ford,8.568765
14-08-2018,Ford,8.604998
15-08-2018,Ford,8.559706
16-08-2018,Ford,8.614056
17-08-2018,Ford,8.650288
20-08-2018,Ford,8.804271
21-08-2018,Ford,8.931081
22-08-2018,Ford,8.777096
23-08-2018,Ford,8.72275
24-08-2018,Ford,8.768039
27-08-2018,Ford,9.048834
28-08-2018,Ford,9.066948
29-08-2018,Ford,9.030718
30-08-2018,Ford,8.786155
31-08-2018,Ford,8.586881
04-09-2018,Ford,8.577824
05-09-2018,Ford,8.595939
06-09-2018,Ford,8.541593
07-09-2018,Ford,8.396666
10-09-2018,Ford,8.496303
11-09-2018,Ford,8.432898
12-09-2018,Ford,8.460072
13-09-2018,Ford,8.487244
14-09-2018,Ford,8.559706
17-09-2018,Ford,8.650288
18-09-2018,Ford,8.67746
19-09-2018,Ford,8.858618
20-09-2018,Ford,8.885792
21-09-2018,Ford,8.922024
24-09-2018,Ford,8.686519
25-09-2018,Ford,8.50536
26-09-2018,Ford,8.396666
27-09-2018,Ford,8.360434
28-09-2018,Ford,8.37855
01-10-2018,Ford,8.441955
02-10-2018,Ford,8.333261
03-10-2018,Ford,8.269855
04-10-2018,Ford,8.287971
05-10-2018,Ford,8.260797
08-10-2018,Ford,8.387608
09-10-2018,Ford,8.106812
10-10-2018,Ford,7.989059
11-10-2018,Ford,7.980003
12-10-2018,Ford,7.826019
15-10-2018,Ford,7.980003
16-10-2018,Ford,7.970944
17-10-2018,Ford,7.934714
18-10-2018,Ford,7.708267
19-10-2018,Ford,7.699208
22-10-2018,Ford,7.754531
23-10-2018,Ford,7.920503
24-10-2018,Ford,7.542458
25-10-2018,Ford,8.289328
26-10-2018,Ford,8.280106
29-10-2018,Ford,8.556725
30-10-2018,Ford,8.722695
31-10-2018,Ford,8.805681
01-11-2018,Ford,8.565945
02-11-2018,Ford,8.648931
05-11-2018,Ford,8.787239
06-11-2018,Ford,8.796461
07-11-2018,Ford,8.851785
08-11-2018,Ford,8.722695
09-11-2018,Ford,8.648931
12-11-2018,Ford,8.750357
13-11-2018,Ford,8.796461
14-11-2018,Ford,8.796461
15-11-2018,Ford,8.584388
16-11-2018,Ford,8.34465
19-11-2018,Ford,8.529062
20-11-2018,Ford,8.353872
21-11-2018,Ford,8.399974
23-11-2018,Ford,8.418415
26-11-2018,Ford,8.667371
27-11-2018,Ford,8.556725
28-11-2018,Ford,8.676593
29-11-2018,Ford,8.63971
30-11-2018,Ford,8.676593
03-12-2018,Ford,8.851785
04-12-2018,Ford,8.464518
06-12-2018,Ford,8.316989
07-12-2018,Ford,8.132576
10-12-2018,Ford,7.855958
11-12-2018,Ford,7.874399
12-12-2018,Ford,7.966605
13-12-2018,Ford,7.837517
14-12-2018,Ford,7.855958
17-12-2018,Ford,7.837517
18-12-2018,Ford,7.809855
19-12-2018,Ford,7.671545
20-12-2018,Ford,7.616223
21-12-2018,Ford,7.422589
24-12-2018,Ford,7.035324
26-12-2018,Ford,7.238178
27-12-2018,Ford,7.238178
28-12-2018,Ford,7.201295
31-12-2018,Ford,7.053765
02-01-2019,Ford,7.28428
03-01-2019,Ford,7.173633
04-01-2019,Ford,7.450252
07-01-2019,Ford,7.643884
08-01-2019,Ford,7.717649
09-01-2019,Ford,8.040372
10-01-2019,Ford,7.994267
11-01-2019,Ford,8.132576
14-01-2019,Ford,8.289328
15-01-2019,Ford,8.151017
16-01-2019,Ford,7.643884
17-01-2019,Ford,7.708428
18-01-2019,Ford,7.911282
22-01-2019,Ford,7.837517
23-01-2019,Ford,7.689988
24-01-2019,Ford,7.929724
25-01-2019,Ford,8.169458
28-01-2019,Ford,7.985046
29-01-2019,Ford,8.077253
30-01-2019,Ford,8.171064
31-01-2019,Ford,8.255496
01-02-2019,Ford,8.180448
04-02-2019,Ford,8.161684
05-02-2019,Ford,8.20859
06-02-2019,Ford,8.180448
07-02-2019,Ford,7.795816
08-02-2019,Ford,7.870865
11-02-2019,Ford,7.814578
12-02-2019,Ford,7.936534
13-02-2019,Ford,7.889627
14-02-2019,Ford,7.89901
15-02-2019,Ford,8.011583
19-02-2019,Ford,8.283641
20-02-2019,Ford,8.386833
21-02-2019,Ford,8.171064
22-02-2019,Ford,8.171064
25-02-2019,Ford,8.217972
26-02-2019,Ford,8.330546
27-02-2019,Ford,8.236733
28-02-2019,Ford,8.227353
01-03-2019,Ford,8.246116
04-03-2019,Ford,8.264878
05-03-2019,Ford,8.227353
06-03-2019,Ford,8.049109
07-03-2019,Ford,7.955296
08-03-2019,Ford,7.89901
11-03-2019,Ford,8.077252
12-03-2019,Ford,8.039727
13-03-2019,Ford,8.002203
14-03-2019,Ford,7.889627
15-03-2019,Ford,7.908391
18-03-2019,Ford,8.039727
19-03-2019,Ford,8.161684
20-03-2019,Ford,7.983441
21-03-2019,Ford,8.152303
22-03-2019,Ford,8.011583
25-03-2019,Ford,7.983441
26-03-2019,Ford,8.217972
27-03-2019,Ford,8.086635
28-03-2019,Ford,8.227353
29-03-2019,Ford,8.236733
01-04-2019,Ford,8.424358
02-04-2019,Ford,8.452501
03-04-2019,Ford,8.565078
04-04-2019,Ford,8.668272
05-04-2019,Ford,8.677652
08-04-2019,Ford,8.724559
09-04-2019,Ford,8.640128
10-04-2019,Ford,8.752703
11-04-2019,Ford,8.80899
12-04-2019,Ford,8.865276
15-04-2019,Ford,8.752703
16-04-2019,Ford,8.780846
17-04-2019,Ford,8.912184
18-04-2019,Ford,8.95909
22-04-2019,Ford,8.912184
23-04-2019,Ford,9.05516
24-04-2019,Ford,9.121881
25-04-2019,Ford,8.959842
26-04-2019,Ford,9.922548
29-04-2019,Ford,9.836762
30-04-2019,Ford,9.960675
01-05-2019,Ford,9.817699
02-05-2019,Ford,9.855827
03-05-2019,Ford,9.922548
06-05-2019,Ford,9.884421
07-05-2019,Ford,9.893953
08-05-2019,Ford,9.855827
09-05-2019,Ford,9.722382
10-05-2019,Ford,9.893953
13-05-2019,Ford,9.608002
14-05-2019,Ford,9.760509
15-05-2019,Ford,9.874889
16-05-2019,Ford,9.913016
17-05-2019,Ford,9.808168
20-05-2019,Ford,9.798635
21-05-2019,Ford,9.760509
22-05-2019,Ford,9.503152
23-05-2019,Ford,9.388772
24-05-2019,Ford,9.369707
28-05-2019,Ford,9.322048
29-05-2019,Ford,9.255326
30-05-2019,Ford,9.283922
31-05-2019,Ford,9.074224
03-06-2019,Ford,9.160008
04-06-2019,Ford,9.455493
05-06-2019,Ford,9.322048
06-06-2019,Ford,9.293454
07-06-2019,Ford,9.302985
10-06-2019,Ford,9.360175
11-06-2019,Ford,9.455493
12-06-2019,Ford,9.388772
13-06-2019,Ford,9.588937
14-06-2019,Ford,9.512683
17-06-2019,Ford,9.579405
18-06-2019,Ford,9.627065
19-06-2019,Ford,9.569874
20-06-2019,Ford,9.569874
21-06-2019,Ford,9.522215
24-06-2019,Ford,9.484088
25-06-2019,Ford,9.379239
26-06-2019,Ford,9.445961
27-06-2019,Ford,9.722382
28-06-2019,Ford,9.750978
01-07-2019,Ford,9.674723
02-07-2019,Ford,9.646129
03-07-2019,Ford,9.722382
05-07-2019,Ford,9.722382
08-07-2019,Ford,9.722382
09-07-2019,Ford,9.665193
10-07-2019,Ford,9.636596
11-07-2019,Ford,9.712851
12-07-2019,Ford,9.998802
15-07-2019,Ford,9.93208
16-07-2019,Ford,10.017866
17-07-2019,Ford,9.846294
18-07-2019,Ford,9.779572
19-07-2019,Ford,9.722382
22-07-2019,Ford,9.69336
23-07-2019,Ford,9.83847
24-07-2019,Ford,9.993254
25-07-2019,Ford,9.248356
26-07-2019,Ford,9.25803
29-07-2019,Ford,9.287052
30-07-2019,Ford,9.238682
31-07-2019,Ford,9.219334
01-08-2019,Ford,9.006506
02-08-2019,Ford,8.977483
05-08-2019,Ford,8.929112
06-08-2019,Ford,9.170962
07-08-2019,Ford,9.219334
08-08-2019,Ford,9.248356
09-08-2019,Ford,9.141941
12-08-2019,Ford,8.987157
13-08-2019,Ford,8.958136
14-08-2019,Ford,8.706611
15-08-2019,Ford,8.571175
16-08-2019,Ford,8.667914
19-08-2019,Ford,8.735632
20-08-2019,Ford,8.667914
21-08-2019,Ford,8.745307
22-08-2019,Ford,8.745307
23-08-2019,Ford,8.484109
26-08-2019,Ford,8.532478
27-08-2019,Ford,8.474435
28-08-2019,Ford,8.706611
29-08-2019,Ford,8.8227
30-08-2019,Ford,8.871069
03-09-2019,Ford,8.803351
04-09-2019,Ford,8.900091
05-09-2019,Ford,9.035527
06-09-2019,Ford,9.035527
09-09-2019,Ford,9.229008
10-09-2019,Ford,9.112919
11-09-2019,Ford,9.112919
12-09-2019,Ford,9.103246
13-09-2019,Ford,9.141941
16-09-2019,Ford,8.996831
17-09-2019,Ford,8.977483
18-09-2019,Ford,8.948462
19-09-2019,Ford,8.803351
20-09-2019,Ford,8.871069
23-09-2019,Ford,8.861395
24-09-2019,Ford,8.813025
25-09-2019,Ford,8.900091
26-09-2019,Ford,8.842048
27-09-2019,Ford,8.784003
30-09-2019,Ford,8.861395
01-10-2019,Ford,8.60987
02-10-2019,Ford,8.329324
03-10-2019,Ford,8.426064
04-10-2019,Ford,8.455086
07-10-2019,Ford,8.397042
08-10-2019,Ford,8.261606
09-10-2019,Ford,8.280955
10-10-2019,Ford,8.338999
11-10-2019,Ford,8.493782
14-10-2019,Ford,8.532478
15-10-2019,Ford,8.774328
16-10-2019,Ford,8.774328
17-10-2019,Ford,8.813025
18-10-2019,Ford,8.987157
21-10-2019,Ford,8.878997
22-10-2019,Ford,8.918327
23-10-2019,Ford,9.055987
24-10-2019,Ford,8.456188
25-10-2019,Ford,8.574182
28-10-2019,Ford,8.46602
29-10-2019,Ford,8.495519
30-10-2019,Ford,8.397191
31-10-2019,Ford,8.446355
01-11-2019,Ford,8.741339
04-11-2019,Ford,8.849499
05-11-2019,Ford,8.869164
06-11-2019,Ford,8.770837
07-11-2019,Ford,8.741339
08-11-2019,Ford,8.888829
11-11-2019,Ford,8.928161
12-11-2019,Ford,8.888829
13-11-2019,Ford,8.662676
14-11-2019,Ford,8.64301
